date,pop_apelido,pop_nome_formal,isPartial
2019-02-12,0,0,False
2019-02-13,0,0,False
2019-02-14,0,0,False
2019-02-15,0,0,False
2019-02-16,0,0,False
2019-02-17,0,0,False
2019-02-18,0,0,False
2019-02-19,0,0,False
2019-02-20,0,0,False
2019-02-21,0,0,False
2019-02-22,0,0,False
2019-02-23,0,0,False
2019-02-24,0,97,False
2019-02-25,0,0,False
2019-02-26,71,0,False
2019-02-27,0,0,False
2019-02-28,74,0,False
2019-03-01,0,0,False
2019-03-02,0,0,False
2019-03-03,0,0,False
2019-03-04,0,0,False
2019-03-05,0,0,False
2019-03-06,0,0,False
2019-03-07,0,74,False
2019-03-08,0,0,False
2019-03-09,0,0,False
2019-03-10,0,0,False
2019-03-11,0,0,False
2019-03-12,0,0,False
2019-03-13,0,0,False
2019-03-14,0,75,False
2019-03-15,0,77,False
2019-03-16,0,0,False
2019-03-17,0,0,False
2019-03-18,72,0,False
2019-03-19,67,0,False
2019-03-20,0,0,False
2019-03-21,0,0,False
2019-03-22,78,0,False
2019-03-23,0,0,False
2019-03-24,0,0,False
2019-03-25,73,0,False
2019-03-26,0,71,False
2019-03-27,0,0,False
2019-03-28,73,0,False
2019-03-29,0,0,False
2019-03-30,0,0,False
2019-03-31,100,0,False
2019-04-01,0,74,False
2019-04-02,0,0,False
2019-04-03,0,0,False
2019-04-04,73,0,False
2019-04-05,79,0,False
2019-04-06,94,0,False
2019-04-07,0,0,False
2019-04-08,74,0,False
2019-04-09,0,0,False
2019-04-10,0,0,False
2019-04-11,0,0,False
2019-04-12,0,0,False
2019-04-13,0,0,False
2019-04-14,0,95,False
2019-04-15,0,0,False
2019-04-16,0,73,False
2019-04-17,77,0,False
2019-04-18,0,0,False
2019-04-19,0,0,False
2019-04-20,0,0,False
2019-04-21,0,0,False
2019-04-22,0,76,False
2019-04-23,0,0,False
2019-04-24,0,0,False
2019-04-25,0,0,False
2019-04-26,0,0,False
2019-04-27,92,0,False
2019-04-28,90,0,False
2019-04-29,0,0,False
2019-04-30,0,0,False
2019-05-01,0,0,False
2019-05-02,0,0,False
2019-05-03,0,0,False
2019-05-04,91,0,False
2019-05-05,93,0,False
2019-05-06,0,0,False
2019-05-07,72,0,False
2019-05-08,0,0,False
2019-05-09,0,0,False
2019-05-10,0,0,False
2019-05-11,0,0,False
2019-05-12,0,0,False
2019-05-13,73,0,False
2019-05-14,0,0,False
2019-05-15,0,72,False
2019-05-16,0,0,False
2019-05-17,0,0,False
2019-05-18,92,0,False
2019-05-19,0,0,False
2019-05-20,0,0,False
2019-05-21,72,0,False
2019-05-22,0,0,False
2019-05-23,0,0,False
2019-05-24,0,0,False
2019-05-25,95,0,False
2019-05-26,94,0,False
2019-05-27,0,0,False
2019-05-28,0,0,False
2019-05-29,0,0,False
2019-05-30,0,0,False
2019-05-31,0,0,False
2019-06-01,0,0,False
2019-06-02,0,0,False
2019-06-03,0,0,False
2019-06-04,69,0,False
2019-06-05,68,0,False
2019-06-06,0,0,False
2019-06-07,0,0,False
2019-06-08,0,0,False
2019-06-09,0,0,False
2019-06-10,0,0,False
2019-06-11,0,0,False
2019-06-12,0,0,False
2019-06-13,72,0,False
2019-06-14,0,0,False
2019-06-15,0,0,False
2019-06-16,0,0,False
2019-06-17,72,0,False
2019-06-18,0,0,False
2019-06-19,73,0,False
2019-06-20,0,0,False
2019-06-21,0,0,False
2019-06-22,0,0,False
2019-06-23,0,0,False
2019-06-24,0,0,False
2019-06-25,0,0,False
2019-06-26,68,0,False
2019-06-27,0,0,False
2019-06-28,0,0,False
2019-06-29,0,0,False
2019-06-30,0,0,False
2019-07-01,0,0,False
2019-07-02,0,0,False
2019-07-03,72,0,False
2019-07-04,0,0,False
2019-07-05,0,0,False
2019-07-06,0,0,False
2019-07-07,97,0,False
2019-07-08,0,0,False
2019-07-09,0,0,False
2019-07-10,0,0,False
2019-07-11,0,0,False
2019-07-12,0,0,False
2019-07-13,0,0,False
2019-07-14,0,98,False
2019-07-15,75,0,False
2019-07-16,0,0,False
2019-07-17,0,0,False
2019-07-18,0,74,False
2019-07-19,0,0,False
2019-07-20,0,0,False
2019-07-21,0,0,False
2019-07-22,0,0,False
2019-07-23,0,0,False
2019-07-24,0,0,False
2019-07-25,0,0,False
2019-07-26,0,0,False
2019-07-27,95,0,False
2019-07-28,0,0,False
2019-07-29,74,0,False
2019-07-30,0,0,False
2019-07-31,0,0,False
2019-08-01,0,0,False
2019-08-02,0,0,False
2019-08-03,0,0,False
2019-08-04,92,0,False
2019-08-05,0,0,False
2019-08-06,0,0,False
2019-08-07,72,0,False
2019-08-08,0,0,False
2019-08-09,0,0,False
2019-08-10,0,0,False
2019-08-11,0,0,False
